date,score,band,price_usd
2024-08-25,69,Reduce Risk,64251.93
2024-08-26,74,Reduce Risk,62840.00
2024-08-27,81,High Risk,59439.64
2024-08-28,78,Reduce Risk,59045.88
2024-08-29,76,Reduce Risk,59364.47
2024-08-30,69,Reduce Risk,59112.77
2024-08-31,71,Reduce Risk,58968.37
2024-09-01,83,High Risk,57299.00
2024-09-02,73,Reduce Risk,59139.83
2024-09-03,72,Reduce Risk,57468.84
2024-09-04,75,Reduce Risk,57971.00
2024-09-05,77,Reduce Risk,56156.82
2024-09-06,78,Reduce Risk,53950.01
2024-09-07,78,Reduce Risk,54156.33
2024-09-08,79,Reduce Risk,54881.11
2024-09-09,78,Reduce Risk,57053.90
2024-09-10,73,Reduce Risk,57645.59
2024-09-11,78,Reduce Risk,57352.79
2024-09-12,79,Reduce Risk,58137.54
2024-09-13,81,High Risk,60543.35
2024-09-14,76,Reduce Risk,60012.35
2024-09-15,65,Reduce Risk,59122.33
2024-09-16,66,Reduce Risk,58208.75
2024-09-17,63,Hold & Wait,60312.60
2024-09-18,56,Hold & Wait,61769.18
2024-09-19,64,Hold & Wait,62960.14
2024-09-20,70,Reduce Risk,63210.69
2024-09-21,63,Hold & Wait,63362.74
2024-09-22,73,Reduce Risk,63577.66
2024-09-23,70,Reduce Risk,63338.87
2024-09-24,79,Reduce Risk,64272.93
2024-09-25,83,High Risk,63130.89
2024-09-26,79,Reduce Risk,65177.21
2024-09-27,78,Reduce Risk,65789.00
2024-09-28,80,Reduce Risk,65858.99
2024-09-29,80,Reduce Risk,65600.01
2024-09-30,74,Reduce Risk,63301.25
2024-10-01,61,Hold & Wait,60790.00
2024-10-02,70,Reduce Risk,60631.37
2024-10-03,69,Reduce Risk,60744.99
2024-10-04,62,Hold & Wait,62090.71
2024-10-05,64,Hold & Wait,62051.29
2024-10-06,59,Hold & Wait,62810.86
2024-10-07,67,Reduce Risk,62200.28
2024-10-08,72,Reduce Risk,62122.02
2024-10-09,82,High Risk,60578.28
2024-10-10,85,High Risk,60279.53
2024-10-11,68,Reduce Risk,62518.75
2024-10-12,62,Hold & Wait,63187.47
2024-10-13,72,Reduce Risk,62845.30
2024-10-14,47,Moderate Buying,66065.65
2024-10-15,47,Moderate Buying,67056.60
2024-10-16,45,Moderate Buying,67608.44
2024-10-17,47,Moderate Buying,67402.33
2024-10-18,41,Moderate Buying,68426.11
2024-10-19,46,Moderate Buying,68363.73
2024-10-20,57,Hold & Wait,69014.86
2024-10-21,52,Hold & Wait,67346.15
2024-10-22,56,Hold & Wait,67380.08
2024-10-23,51,Hold & Wait,66601.11
2024-10-24,54,Hold & Wait,68156.84
2024-10-25,48,Moderate Buying,66564.51
2024-10-26,50,Moderate Buying,67012.56
2024-10-27,63,Hold & Wait,67943.19
2024-10-28,68,Reduce Risk,69924.50
2024-10-29,57,Hold & Wait,72724.35
2024-10-30,56,Hold & Wait,72322.91
2024-10-31,45,Moderate Buying,70197.83
2024-11-01,46,Moderate Buying,69467.29
2024-11-02,37,Moderate Buying,69358.94
2024-11-03,43,Moderate Buying,68738.18
2024-11-04,48,Moderate Buying,67807.48
2024-11-05,38,Moderate Buying,69380.73
2024-11-06,60,Hold & Wait,75646.55
2024-11-07,58,Hold & Wait,75920.00
2024-11-08,58,Hold & Wait,76566.73
2024-11-09,66,Reduce Risk,76716.06
2024-11-10,85,High Risk,80428.92
2024-11-11,100,High Risk,88770.73
2024-11-12,100,High Risk,88035.43
2024-11-13,100,High Risk,90493.82
2024-11-14,100,High Risk,87340.40
2024-11-15,100,High Risk,91058.36
2024-11-16,100,High Risk,90636.24
2024-11-17,100,High Risk,89886.69
2024-11-18,100,High Risk,90520.30
2024-11-19,100,High Risk,92435.89
2024-11-20,100,High Risk,94393.15
2024-11-21,100,High Risk,98439.09
2024-11-22,100,High Risk,99024.03
2024-11-23,100,High Risk,97778.77
2024-11-24,79,Reduce Risk,98028.18
2024-11-25,85,High Risk,93000.01
2024-11-26,84,High Risk,91929.54
2024-11-27,84,High Risk,95951.19
2024-11-28,80,Reduce Risk,95665.53
2024-11-29,80,High Risk,97490.56
2024-11-30,65,Hold & Wait,96465.42
2024-12-01,68,Reduce Risk,97263.18
2024-12-02,60,Hold & Wait,95862.89
2024-12-03,66,Reduce Risk,95924.52
2024-12-04,62,Hold & Wait,98746.24
2024-12-05,59,Hold & Wait,97044.23
2024-12-06,69,Reduce Risk,99891.35
2024-12-07,67,Reduce Risk,99929.32
2024-12-08,72,Reduce Risk,101174.99
2024-12-09,59,Hold & Wait,97324.81
2024-12-10,74,Reduce Risk,96660.76
2024-12-11,60,Hold & Wait,101202.11
2024-12-12,60,Hold & Wait,100030.47
2024-12-13,58,Hold & Wait,101428.75
2024-12-14,64,Hold & Wait,101399.99
2024-12-15,73,Reduce Risk,104447.76
2024-12-16,66,Reduce Risk,106099.81
2024-12-17,68,Reduce Risk,106136.99
2024-12-18,65,Reduce Risk,100150.73
2024-12-19,68,Reduce Risk,97372.21
2024-12-20,69,Reduce Risk,97765.00
2024-12-21,66,Reduce Risk,97230.08
2024-12-22,68,Reduce Risk,95087.75
2024-12-23,75,Reduce Risk,94764.56
2024-12-24,62,Hold & Wait,98594.47
2024-12-25,66,Reduce Risk,99346.28
2024-12-26,76,Reduce Risk,95669.49
2024-12-27,83,High Risk,94171.89
2024-12-28,69,Reduce Risk,95130.82
2024-12-29,70,Reduce Risk,93563.35
2024-12-30,75,Reduce Risk,92620.71
2024-12-31,83,High Risk,93354.22
2025-01-01,86,High Risk,94383.59
2025-01-02,77,Reduce Risk,96903.19
2025-01-03,80,High Risk,98136.51
2025-01-04,84,High Risk,98209.85
2025-01-05,84,High Risk,98345.33
2025-01-06,66,Reduce Risk,102279.41
2025-01-07,65,Reduce Risk,96941.98
2025-01-08,67,Reduce Risk,95036.63
2025-01-09,63,Hold & Wait,92547.44
2025-01-10,61,Hold & Wait,94701.18
2025-01-11,59,Hold & Wait,94565.02
2025-01-12,66,Reduce Risk,94509.62
2025-01-13,67,Reduce Risk,94506.45
2025-01-14,61,Hold & Wait,96534.96
2025-01-15,63,Hold & Wait,100510.23
2025-01-16,60,Hold & Wait,99981.78
2025-01-17,75,Reduce Risk,104107.00
2025-01-18,78,Reduce Risk,104435.00
2025-01-19,69,Reduce Risk,101211.13
2025-01-20,62,Hold & Wait,102145.43
2025-01-21,63,Hold & Wait,106159.26
2025-01-22,57,Hold & Wait,103667.11
2025-01-23,58,Hold & Wait,103926.36
2025-01-24,60,Hold & Wait,104850.27
2025-01-25,60,Hold & Wait,104733.56
2025-01-26,58,Hold & Wait,102563.00
2025-01-27,60,Hold & Wait,102062.42
2025-01-28,67,Reduce Risk,101290.00
2025-01-29,66,Reduce Risk,103747.25
2025-01-30,75,Reduce Risk,104742.64
2025-01-31,67,Reduce Risk,102411.26
2025-02-01,63,Hold & Wait,100623.85
2025-02-02,54,Hold & Wait,97676.52
2025-02-03,64,Hold & Wait,101460.20
2025-02-04,57,Hold & Wait,97795.05
2025-02-05,65,Reduce Risk,96638.33
2025-02-06,65,Hold & Wait,96564.62
2025-02-07,59,Hold & Wait,96537.08
2025-02-08,62,Hold & Wait,96476.25
2025-02-09,64,Hold & Wait,96475.82
2025-02-10,63,Hold & Wait,97444.41
2025-02-11,64,Hold & Wait,95774.08
2025-02-12,66,Reduce Risk,97862.53
2025-02-13,64,Hold & Wait,96625.29
2025-02-14,61,Hold & Wait,97509.03
2025-02-15,63,Hold & Wait,97596.94
2025-02-16,72,Reduce Risk,96119.88
2025-02-17,77,Reduce Risk,95781.80
2025-02-18,76,Reduce Risk,95607.40
2025-02-19,75,Reduce Risk,96632.03
2025-02-20,70,Reduce Risk,98347.20
2025-02-21,64,Hold & Wait,96157.03
2025-02-22,71,Reduce Risk,96582.12
2025-02-23,63,Hold & Wait,96265.98
2025-02-24,56,Hold & Wait,91510.82
2025-02-25,66,Reduce Risk,88583.74
2025-02-26,69,Reduce Risk,84111.78
2025-02-27,68,Reduce Risk,84625.19
2025-02-28,70,Reduce Risk,84297.73
2025-03-01,63,Hold & Wait,86018.76
2025-03-02,58,Hold & Wait,94265.48
2025-03-03,86,High Risk,86161.10
2025-03-04,83,High Risk,87249.96
2025-03-05,77,Reduce Risk,90603.73
2025-03-06,78,Reduce Risk,89921.85
2025-03-07,86,High Risk,86756.98
2025-03-08,87,High Risk,86206.69
2025-03-09,100,High Risk,80699.17
2025-03-10,100,High Risk,78544.71
2025-03-11,96,High Risk,82914.51
2025-03-12,94,High Risk,83659.43
2025-03-13,100,High Risk,81073.43
2025-03-14,94,High Risk,83980.49
2025-03-15,94,High Risk,84351.46
2025-03-16,99,High Risk,82562.57
2025-03-17,80,High Risk,84011.40
2025-03-18,83,High Risk,82698.76
2025-03-19,68,Reduce Risk,86877.96
2025-03-20,85,High Risk,84183.42
2025-03-21,96,High Risk,84061.96
2025-03-22,77,Reduce Risk,83852.03
2025-03-23,67,Reduce Risk,86092.94
2025-03-24,60,Hold & Wait,87523.62
2025-03-25,60,Hold & Wait,87427.88
2025-03-26,53,Hold & Wait,86926.01
2025-03-27,55,Hold & Wait,87217.48
2025-03-28,54,Hold & Wait,84381.80
2025-03-29,56,Hold & Wait,82616.83
2025-03-30,65,Hold & Wait,82379.98
2025-03-31,67,Reduce Risk,82534.32
2025-04-01,62,Hold & Wait,85170.37
2025-04-02,74,Reduce Risk,82490.08
2025-04-03,72,Reduce Risk,83174.33
2025-04-04,67,Reduce Risk,83860.16
2025-04-05,75,Reduce Risk,83498.25
2025-04-06,74,Reduce Risk,78370.75
2025-04-07,78,Reduce Risk,79140.01
2025-04-08,80,High Risk,76251.64
2025-04-09,88,High Risk,82594.75
2025-04-10,96,High Risk,79552.34
2025-04-11,91,High Risk,83380.47
2025-04-12,90,High Risk,85271.01
2025-04-13,94,High Risk,83733.07
2025-04-14,90,High Risk,84590.36
2025-04-15,93,High Risk,83629.78
2025-04-16,86,High Risk,84028.72
2025-04-18,81,High Risk,84466.47
2025-04-19,79,Reduce Risk,85074.99
2025-04-20,76,Reduce Risk,85177.34
2025-04-21,75,Reduce Risk,87522.07
2025-04-22,77,Reduce Risk,93489.10
2025-04-23,59,Hold & Wait,93740.92
2025-04-24,52,Hold & Wait,94021.96
2025-04-25,58,Hold & Wait,94708.79
2025-04-26,64,Hold & Wait,94666.64
2025-04-27,68,Reduce Risk,93780.57
2025-04-28,66,Reduce Risk,95042.57
2025-04-29,64,Hold & Wait,94271.09
2025-04-30,69,Reduce Risk,94182.54
2025-05-01,63,Hold & Wait,96524.98
2025-05-02,57,Hold & Wait,96929.81
2025-05-03,60,Hold & Wait,95861.33
2025-05-04,56,Hold & Wait,94272.55
2025-05-05,79,Reduce Risk,94733.99
2025-05-06,80,Reduce Risk,96839.17
2025-05-07,79,Reduce Risk,97058.32
2025-05-08,53,Hold & Wait,103253.49
2025-05-09,53,Hold & Wait,102986.96
2025-05-10,53,Hold & Wait,104821.19
2025-05-11,42,Moderate Buying,104137.62
2025-05-12,40,Moderate Buying,102800.21
2025-05-13,41,Moderate Buying,104131.06
2025-05-14,40,Moderate Buying,103545.38
2025-05-15,40,Moderate Buying,103786.43
2025-05-16,43,Moderate Buying,103500.03
2025-05-17,42,Moderate Buying,103161.07
2025-05-18,46,Moderate Buying,106473.46
2025-05-19,44,Moderate Buying,105616.18
2025-05-20,41,Moderate Buying,106883.24
2025-05-21,68,Reduce Risk,109699.54
2025-05-22,76,Reduce Risk,111722.53
2025-05-23,53,Hold & Wait,107329.61
2025-05-24,53,Hold & Wait,107794.01
2025-05-25,53,Hold & Wait,109048.68
2025-05-26,54,Hold & Wait,109464.32
2025-05-27,40,Moderate Buying,108978.46
2025-05-28,36,Moderate Buying,107819.29
2025-05-29,42,Moderate Buying,105572.58
2025-05-30,46,Moderate Buying,104033.26
2025-05-31,47,Moderate Buying,104645.87
2025-06-01,45,Moderate Buying,105697.94
2025-06-02,45,Moderate Buying,105904.94
2025-06-03,52,Hold & Wait,105447.82
2025-06-04,58,Hold & Wait,104753.38
2025-06-05,69,Reduce Risk,101570.20
2025-06-06,62,Hold & Wait,104397.99
2025-06-07,56,Hold & Wait,105619.02
2025-06-08,58,Hold & Wait,105784.40
2025-06-09,40,Moderate Buying,110301.15
2025-06-10,44,Moderate Buying,110300.24
2025-06-11,40,Moderate Buying,108669.37
2025-06-12,48,Moderate Buying,105721.05
2025-06-13,49,Moderate Buying,106118.70
2025-06-14,52,Hold & Wait,105465.42
2025-06-15,51,Hold & Wait,105599.25
2025-06-16,45,Moderate Buying,106853.38
2025-06-17,46,Moderate Buying,104590.44
2025-06-18,47,Moderate Buying,104915.60
2025-06-19,53,Hold & Wait,104671.90
2025-06-20,60,Hold & Wait,103317.80
2025-06-21,64,Hold & Wait,102160.03
2025-06-22,78,Reduce Risk,100996.87
2025-06-23,49,Moderate Buying,105419.39
2025-06-24,42,Moderate Buying,106141.00
2025-06-25,47,Moderate Buying,107400.22
2025-06-26,50,Moderate Buying,107029.64
2025-06-27,50,Hold & Wait,107113.38
2025-06-28,58,Hold & Wait,107352.20
2025-06-29,54,Hold & Wait,108386.44
2025-06-30,59,Hold & Wait,107173.21
2025-07-01,56,Hold & Wait,105711.78
2025-07-02,42,Moderate Buying,108888.32
2025-07-03,40,Moderate Buying,109628.83
2025-07-04,45,Moderate Buying,108028.60
